"adsh","cik_id","name","sic","countryba","stprba","cityba","zipba","bas1","bas2","baph","countryma","stprma","cityma","zipma","mas1","mas2","countryinc","stprinc","ein_id","former","changed","afs","wksi","fye","form","period","fy","fp","filed","accepted","prevrpt","detail","instance","nciks","aciks","edgar_year"
"0000950123-10-039634",1170650,"MEDCO HEALTH SOLUTIONS INC",5912,"US","NJ","FRANKLIN LAKES","07417","100 PARSONS POND DR","","2012693400","US","NJ","FRANKLIN LAKES","07417","100 PARSONS POND DR","","US","DE",223461740,"MEDCOHEALTH SOLUTIONS INC",20020528,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100428,"2010-04-28 16:22:00.0",0,0,"mhs",1,"","2010Q2"
"0000950123-10-039704",31277,"EATON CORP",3590,"US","OH","CLEVELAND","44114-2584","EATON CTR","1111 SUPERIOR AVE","2165235000","US","OH","CLEVELAND","44114","1111 SUPERIOR AVENUE","","US","OH",340196300,"EATON YALE & TOWNE INC",19710822,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100428,"2010-04-28 17:02:00.0",0,0,"etn",1,"","2010Q2"
"0001047469-10-004349",764478,"BEST BUY CO INC",5731,"US","MN","RICHFIELD","55423","7601 PENN AVE SOUTH","","6122911000","US","MN","RICHFIELD","55423","7601 PENN AVE SOUTH","","US","MN",410907483,"BEST BUYS CO INC",19900809,"1-LAF",1,228,"10-K",20100228,2009,"FY",20100428,"2010-04-28 17:12:00.0",0,0,"bby",1,"","2010Q2"
"0001104659-10-022535",33213,"EQT CORP",4923,"US","PA","PITTSBURGH","15212-5861","225 NORTH SHORE DR","","4125535700","US","PA","PITTSBURGH","15212-5861","225 NORTH SHORE DR","","US","PA",250464690,"EQT CORP /PA/",20090206,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100428,"2010-04-28 16:11:00.0",0,0,"eqt",1,"","2010Q2"
"0001104659-10-022539",899051,"ALLSTATE CORP",6331,"US","IL","NORTHBROOK","60062","2775 SANDERS ROAD","","8474025000","US","IL","NORTHBROOK","60062","2775 SANDERS ROAD","","US","DE",363871531,"",NA,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100428,"2010-04-28 16:16:00.0",0,0,"all",1,"","2010Q2"
"0001193125-10-095215",1065280,"NETFLIX INC",7841,"US","CA","LOS GATOS","95032","100 WINCHESTER CIRCLE",".","408-540-3700","US","CA","LOS GATOS","95032-7606","100 WINCHESTER CIRCLE","","US","DE",770467272,"NETFLIX COM INC",20000229,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100428,"2010-04-27 19:54:00.0",0,0,"nflx",1,"","2010Q2"
"0001193125-10-096102",87347,"SCHLUMBERGER LTD /NV/",1389,"US","TX","HOUSTON","77056","5599 SAN FELIPE","17TH FLOOR","7135132000","US","TX","HOUSTON","77056","5599 SAN FELIPE","17TH FLOOR","AN","",520684746,"SCHLUMBERGER NV",19920804,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100428,"2010-04-28 11:40:00.0",0,0,"slb",1,"","2010Q2"
"0001193125-10-096170",1156039,"WELLPOINT, INC",6324,"US","IN","INDIANAPOLIS","46204","120 MONUMENT CIRCLE","","3174886000","US","IN","INDIANAPOLIS","46204","120 MONUMENT CIRCLE","","US","IN",352145715,"WELLPOINT INC",20041130,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100428,"2010-04-28 12:16:00.0",0,0,"wlp",1,"","2010Q2"
"0001193125-10-096291",732712,"VERIZON COMMUNICATIONS INC",4813,"US","NY","NEW YORK","10007","140 WEST STREET","29TH FLOOR","212-395-1000","US","NY","NEW YORK","10007","140 WEST STREET","29TH FLOOR","US","DE",232259884,"BELL ATLANTIC CORP",19920703,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100428,"2010-04-28 13:27:00.0",0,0,"vz",1,"","2010Q2"
"0001193125-10-096335",884905,"PRAXAIR INC",2810,"US","CT","DANBURY","06810-5113","39 OLD RIDGEBURY RD","","2038372000","US","CT","DANBURY","06810-5113","39 OLD RIDGEBURY ROAD","","US","DE",61249050,"UNION CARBIDE INDUSTRIAL GASES INC",19600201,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100428,"2010-04-28 13:53:00.0",0,0,"px",1,"","2010Q2"
"0001193125-10-096459",63276,"MATTEL INC /DE/",3942,"US","CA","EL SEGUNDO","90245","333 CONTINENTAL BLVD","","3102522000","","","","","","","US","DE",951567322,"",NA,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100428,"2010-04-28 15:07:00.0",0,0,"mat",1,"","2010Q2"
"0001193125-10-096460",1166691,"COMCAST CORP",4841,"US","PA","PHILADELPHIA","","","","","US","PA","PHILADELPHIA","19102","1500 MARKET STREET","","US","PA",270000798,"AT&T COMCAST CORP",20020206,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100428,"2010-04-28 15:08:00.0",0,0,"cmcsa",1,"","2010Q2"
"0001193125-10-096731",1014473,"VERISIGN INC/CA",7371,"US","CA","MOUNTAIN VIEW","94043","487 EAST MIDDLEFIELD ROAD","ATTN: GENERAL COUNSEL","6509617500","US","CA","MOUNTAIN VIEW","94043","487 EAST MIDDLEFIELD ROAD","ATTN: GENERAL COUNSEL","US","DE",943221585,"",NA,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100428,"2010-04-28 16:33:00.0",0,0,"vrsn",1,"","2010Q2"
"0001193125-10-096771",764180,"ALTRIA GROUP, INC.",2111,"US","VA","RICHMOND","23230","6601 WEST BROAD STREET","","(804) 274-2200","US","VA","RICHMOND","23230","6601 WEST BROAD STREET","","US","VA",133260245,"ALTRIA GROUP INC",20030127,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100428,"2010-04-28 16:44:00.0",0,0,"mo",1,"","2010Q2"
"0001193125-10-096869",1065088,"EBAY INC",7389,"US","CA","SAN JOSE","95125","2145 HAMILTON AVENUE","","408-376-7400","US","CA","SAN JOSE","95125","2145 HAMILTON AVENUE","","US","DE",770430924,"",NA,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100428,"2010-04-28 17:11:00.0",0,0,"ebay",1,"","2010Q2"
"0000007332-10-000019",7332,"SOUTHWESTERN ENERGY CO",1311,"US","TX","HOUSTON","77032","2350 N. SAM HOUSTON PARKWAY EAST","SUITE 125","2816184700","US","TX","HOUSTON","77032","2350 N. SAM HOUSTON PARKWAY EAST","SUITE 125","US","DE",710205415,"ARKANSAS WESTERN GAS CO",19790917,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 17:28:00.0",0,0,"swn",1,"","2010Q2"
"0000277135-10-000030",277135,"GRAINGER W W INC",5000,"US","IL","LAKE FOREST","60045-5201","100 GRAINGER PARKWAY","","847-535-1000","US","IL","LAKE FOREST","60045","100 GRAINGER PARKWAY","","US","IL",361150280,"",NA,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 12:09:00.0",0,0,"gww",1,"","2010Q2"
"0000909281-10-000064",909281,"ONEOK PARTNERS LP",4922,"US","OK","TULSA","74103","100 WEST FIFTH STREET","","9185887000","US","OK","TULSA","74103","100 WEST FIFTH STREET","","US","DE",931120873,"NORTHERN BORDER PARTNERS LP",19930719,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 12:22:00.0",0,0,"oks",1,"","2010Q2"
"0000909281-10-000066",1039684,"ONEOK INC /NEW/",4923,"US","OK","TULSA","74103","100 WEST 5TH ST","","9185887000","US","OK","TULSA","74103","100 WEST 5TH ST","","US","OK",731520922,"WAI INC",19970519,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 12:23:00.0",0,0,"oke",1,"","2010Q2"
"0000950123-10-040058",1377013,"TIME WARNER CABLE INC.",4841,"US","NY","NEW YORK","10023","60 COLUMBUS CIRCLE, 17TH FLOOR","","212-364-8200","US","NY","NEW YORK","10023","60 COLUMBUS CIRCLE, 16TH FLOOR","","US","DE",841496755,"",NA,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 07:41:00.0",0,0,"twc",1,"","2010Q2"
"0000950123-10-040095",1275283,"REYNOLDS AMERICAN INC",2111,"US","NC","WINSTON SALEM","27102","401 NORTH MAIN ST","","3367412000","US","NC","WINSTON SALEM","27102","401 NORTH MAIN ST","","","",200546644,"",NA,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 08:32:00.0",0,0,"rai",1,"","2010Q2"
"0000950123-10-040250",823768,"WASTE MANAGEMENT INC",4953,"US","TX","HOUSTON","77002","1001 FANNIN STREET","STE 4000","7135126200","US","TX","HOUSTON","77002","1001 FANNIN STREET","SUITE 4000","US","DE",731309529,"USA WASTE SERVICES INC",19920703,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 11:36:00.0",0,0,"wm",1,"","2010Q2"
"0000950123-10-040255",908255,"BORGWARNER INC",3714,"US","MI","AUBURN HILLS","48326","3850 HAMLIN RD.","","2487549200","US","MI","AUBURN HILLS","48326","3850 HAMLIN RD.","","US","DE",133404508,"BORG WARNER AUTOMOTIVE INC",19930628,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 11:40:00.0",0,0,"bwa",1,"","2010Q2"
"0000950123-10-040289",936340,"DTE ENERGY CO",4911,"US","MI","DETROIT","48226","ONE ENERGY PLAZA","","3132354000","US","MI","DETROIT","48226","ONE ENERGY PLAZA","","US","MI",383217752,"DTE HOLDINGS INC",19950127,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 12:12:00.0",0,0,"dte",1,"","2010Q2"
"0000950123-10-040472",202058,"HARRIS CORP /DE/",3812,"US","FL","MELBOURNE","32919","1025 W NASA BLVD","","3217279100","US","FL","MELBOURNE","32919","1025 W NASA BLVD","","US","DE",340276860,"HARRIS SEYBOLD CO",19600201,"1-LAF",1,630,"10-Q",20100331,2010,"Q3",20100429,"2010-04-29 14:44:00.0",0,0,"hrs",1,"","2010Q2"
"0000950123-10-040577",833081,"PRIDE INTERNATIONAL INC",1381,"US","TX","HOUSTON","77057","5847 SAN FELIPE","SUITE 3300","7137891400","US","TX","HOUSTON","77057","5847 SAN FELIPE","SUITE 3300","US","DE",760069030,"PRIDE PETROLEUM SERVICES INC",19920703,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 16:01:00.0",0,0,"pde",1,"","2010Q2"
"0000950123-10-040660",874766,"HARTFORD FINANCIAL SERVICES GROUP INC/DE",6331,"US","CT","HARTFORD","06155","ONE HARTFORD PLAZA","","8605475000","US","CT","HARTFORD","06155","ONE HARTFORD PLAZA","","US","DE",133317783,"ITT HARTFORD GROUP INC /DE",19930328,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 16:42:00.0",0,0,"hig",1,"","2010Q2"
"0001047469-10-004400",1385157,"TYCO ELECTRONICS LTD.",5065,"BM","","PEMBROKE","HM08","96 PITTS BAY ROAD, 2ND FL","","(441) 298-9732","BM","","PEMBROKE","HM08","96 PITTS BAY ROAD, 2ND FL","","BM","",980518048,"",NA,"1-LAF",1,930,"10-Q",20100331,2010,"Q2",20100429,"2010-04-29 12:29:00.0",0,0,"tel",1,"","2010Q2"
"0001047469-10-004416",21344,"COCA COLA CO",2080,"US","GA","ATLANTA","30313","ONE COCA COLA PLAZA","","404-676-2121","US","GA","ATLANTA","30313","ONE COCA COLA PLAZA","","US","DE",580628465,"",NA,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 15:13:00.0",0,0,"ko",1,"","2010Q2"
"0001104659-10-022858",26172,"CUMMINS INC",3510,"US","IN","COLUMBUS","47202-3005","500 JACKSON ST","BOX 3005 MAIL CODE 60207","8123773842","US","IN","COLUMBUS","47202-3005","BOX 3005 MAIL CODE 60207","500","US","IN",350257090,"CUMMINS ENGINE CO INC",19920703,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 10:51:00.0",0,0,"cmi",1,"","2010Q2"
"0001104659-10-023370",812074,"OWENS ILLINOIS INC /DE/",3221,"US","OH","PERRYSBURG","43551-2999","ONE MICHAEL OWENS WAY","","5673365000","US","OH","PERRYSBURG","43551-2999","ONE MICHAEL OWENS WAY","","US","DE",222781933,"OWENS ILLINOIS HOLDINGS CORP",19870512,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 16:31:00.0",0,0,"oi",1,"","2010Q2"
"0001122304-10-000046",1122304,"AETNA INC /PA/",6324,"US","CT","HARTFORD","06156","151 FARMINGTON AVENUE","","8602730123","US","CT","HARTFORD","06156","151 FARMINGTON AVENUE","","US","PA",232229683,"AETNA U S HEALTHCARE INC",20000822,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 16:06:00.0",0,0,"aet",1,"","2010Q2"
"0001140361-10-017892",1357615,"KBR, INC.",1600,"US","TX","HOUSTON","77002","601 JEFFERSON STREET","SUITE 3400","(713) 753-3834","US","TX","HOUSTON","77002","601 JEFFERSON STREET","SUITE 3400","US","DE",204536774,"",NA,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 06:08:00.0",0,0,"kbr",1,"","2010Q2"
"0001140361-10-017930",72207,"NOBLE ENERGY INC",1311,"US","TX","HOUSTON","77067","100 GLENBOROUGH","SUITE 100","2818723100","US","TX","HOUSTON","77067","100 GLENBOROUGH","SUITE 100","US","DE",730785597,"NOBLE AFFILIATES INC",20020426,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 12:42:00.0",0,0,"nbl",1,"","2010Q2"
"0001140361-10-017963",21665,"COLGATE PALMOLIVE CO",2844,"US","NY","NEW YORK","10022","300 PARK AVE","","2123102000","US","NY","NEW YORK","10022","300 PARK AVE","14TH FLOOR","US","DE",131815595,"",NA,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 14:19:00.0",0,0,"cl",1,"","2010Q2"
"0001144204-10-023050",33185,"EQUIFAX INC",7320,"US","GA","ATLANTA","30302","1550 PEACHTREE ST NW","","4048858000","US","GA","ATLANTA","30309","1550 PEACHTREE ST NW","","US","GA",580401110,"RETAIL CREDIT CO",19760222,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 16:57:00.0",0,0,"efx",1,"","2010Q2"
"0001144204-10-023078",818479,"DENTSPLY INTERNATIONAL INC /DE/",3843,"US","PA","YORK","17405","SUSQUEHANNA COMMERCE CENTER","221 W. PHILADELPHIA STREET","7178457511","US","PA","YORK","17405","SUSQUEHANNA COMMERCE CENTER","221 W. PHILADELPHIA STREET","US","DE",391434669,"GENDEX CORP",19920703,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 17:16:00.0",0,0,"xray",1,"","2010Q2"
"0001193125-10-096960",804055,"COCA COLA ENTERPRISES INC",2086,"US","GA","ATLANTA","30339","2500 WINDY RIDGE PKWY","","7709893000","US","GA","ATLANTA","30339","2500 WINDY RIDGE PKWY","","US","DE",580503352,"",NA,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-28 17:46:00.0",0,0,"cce",1,"","2010Q2"
"0001193125-10-097930",884887,"ROYAL CARIBBEAN CRUISES LTD",4400,"US","FL","MIAMI","33132","1050 CARIBBEAN WAY","","3055396000","US","FL","MIAMI","33132","1050 CARIBBEAN WAY","","","",980081645,"RA HOLDINGS INC",19920424,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 08:01:00.0",0,0,"rcl",1,"","2010Q2"
"0001193125-10-097999",800459,"HARMAN INTERNATIONAL INDUSTRIES INC /DE/",3651,"US","CT","STAMFORD","06901","400 ATLANTIC STREET","SUITE 1500","2033283500","US","CT","STAMFORD","06901","400 ATLANTIC STREET","SUITE 1500","US","DE",112534306,"",NA,"1-LAF",0,630,"10-Q",20100331,2010,"Q3",20100429,"2010-04-29 08:36:00.0",0,0,"har",1,"","2010Q2"
"0001193125-10-098095",310764,"STRYKER CORP",3841,"US","MI","KALAMAZOO","49002","2825 AIRVIEW BLVD","","2693852600","US","MI","KALAMAZOO","49002","2825 AIRVIEW BLVD","","US","MI",381239739,"",NA,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 09:21:00.0",0,0,"syk",1,"","2010Q2"
"0001193125-10-098207",1339947,"VIACOM INC.",4841,"US","NY","NEW YORK","10036","1515 BROADWAY","","(212) 258-6000","US","NY","NEW YORK","10036","1515 BROADWAY","","US","DE",203515052,"NEW VIACOM CORP.",20050927,"1-LAF",1,930,"10-Q",20100331,2010,"Q2",20100429,"2010-04-29 10:15:00.0",0,0,"via",1,"","2010Q2"
"0001193125-10-098285",14272,"BRISTOL MYERS SQUIBB CO",2834,"US","NY","NEW YORK","10154","345 PARK AVE","","2125464000","US","NY","NEW YORK","10154","345 PARK AVE","","US","DE",220790350,"BRISTOL MYERS CO",19891012,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 10:49:00.0",0,0,"bmy",1,"","2010Q2"
"0001193125-10-099289",715957,"DOMINION RESOURCES INC /VA/",4911,"US","VA","RICHMOND","23219","120 TREDEGAR STREET","","8048192000","US","VA","RICHMOND","23261","P. O. BOX 26532","","US","VA",541229715,"",NA,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 16:04:00.0",0,0,"d",2,"103682","2010Q2"
"0001193125-10-099363",52988,"JACOBS ENGINEERING GROUP INC /DE/",1600,"US","CA","PASADENA","91105-3063","1111 S ARROYO PARKWAY","","6265783500","US","CA","PASADENA","91105-3063","1111 S ARROYO PARKWAY","","US","DE",954081636,"",NA,"1-LAF",0,930,"10-Q",20100331,2010,"Q2",20100429,"2010-04-29 16:17:00.0",0,0,"jec",1,"","2010Q2"
"0001193125-10-099369",931148,"GRAFTECH INTERNATIONAL LTD",3620,"US","OH","PARMA","44130","12900 SNOW ROAD","","2166762000","US","OH","PARMA","44130","12900 SNOW ROAD","","US","DE",61385548,"UCAR INTERNATIONAL INC",19941011,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 16:18:00.0",0,0,"gti",1,"","2010Q2"
"0001274494-10-000012",1274494,"FIRST SOLAR, INC.",3674,"US","AZ","TEMPE","85281","350 WEST WASHINGTON STREET","SUITE 600","(602) 414-9300","US","AZ","TEMPE","85281","350 WEST WASHINGTON STREET","SUITE 600","US","DE",204623678,"FIRST SOLAR HOLDINGS LLC",20031229,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100429,"2010-04-29 15:24:00.0",0,0,"fslr",1,"","2010Q2"
"0000004904-10-000063",4904,"AMERICAN ELECTRIC POWER CO INC",4911,"US","OH","COLUMBUS","43215","1 RIVERSIDE PLAZA","","614-716-1000","US","OH","COLUMBUS","43215","1 RIVERSIDE PLAZA","","US","NY",134922640,"KINGSPORT UTILITIES INC",19660906,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 16:15:00.0",0,0,"aep",1,"","2010Q2"
"0000024741-10-000018",24741,"CORNING INC /NY",3357,"US","NY","CORNING","14831","ONE RIVERFRONT PLAZA","","6079749000","US","NY","CORNING","14831","ONE RIVERFRONT PLAZA","","US","NY",160393470,"CORNING GLASS WORKS",19890512,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 16:01:00.0",0,0,"glw",1,"","2010Q2"
"0000097216-10-000110",97216,"TEREX CORP",3537,"US","CT","WESTPORT","06880","200 NYALA FARM ROAD","","2032227170","US","CT","WESTPORT","06880","200 NYALA FARM ROAD","","US","DE",341531521,"BLACK MAMMOTH CONSOLIDATED MINING CO",19671002,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 11:48:00.0",0,0,"tex",1,"","2010Q2"
"0000217346-10-000048",217346,"TEXTRON INC",3720,"US","RI","PROVIDENCE","02903","40 WESTMINSTER ST","","4014212800","US","RI","PROVIDENCE","02903","40 WESTMINSTER ST","","US","DE",50315468,"AMERICAN TEXTRON INC",19710510,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 11:11:00.0",0,0,"txt",1,"","2010Q2"
"0000702165-10-000075",702165,"NORFOLK SOUTHERN CORP",4011,"US","VA","NORFOLK","23510-2191","THREE COMMERCIAL PL","","7576292680","US","VA","NORFOLK","23510-2191","THREE COMMERCIAL PL","","US","VA",521188014,"",NA,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 11:20:00.0",0,0,"nsc",1,"","2010Q2"
"0000950123-10-040931",1060391,"REPUBLIC SERVICES, INC.",4953,"US","AZ","PHOENIX","85054","18500 N. ALLIED WAY","","480 627 2700","US","AZ","PHOENIX","85054","18500 N. ALLIED WAY","","US","DE",650716904,"REPUBLIC SERVICES INC",19980423,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-29 20:52:00.0",0,0,"rsg",1,"","2010Q2"
"0000950123-10-041229",62996,"MASCO CORP /DE/",2430,"US","MI","TAYLOR","48180","21001 VAN BORN RD","","3132747400","US","MI","TAYLOR","48180","21001 VAN BORN ROAD","","US","DE",381794485,"MASCO SCREW PRODUCTS CO",19731025,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 09:05:00.0",0,0,"mas",1,"","2010Q2"
"0000950123-10-041274",59478,"LILLY ELI & CO",2834,"US","IN","INDIANAPOLIS","46285","LILLY CORPORATE CTR","DROP CODE 1112","3172762000","US","IN","INDIANAPOLIS","46285","LILLY CORPORATE CENTER","DROP CODE 1112","US","IN",350470950,"",NA,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 10:09:00.0",0,0,"lly",1,"","2010Q2"
"0000950123-10-041578",106040,"WESTERN DIGITAL CORP",3572,"US","CA","LAKE FOREST","92630","20511 LAKE FOREST DRIVE","","9499325000","US","CA","LAKE FOREST","92630","20511 LAKE FOREST DRIVE","","US","DE",330956711,"GENERAL DIGITAL CORP",19730125,"1-LAF",1,630,"10-Q",20100331,2010,"Q3",20100430,"2010-04-30 14:03:00.0",0,0,"wdc",1,"","2010Q2"
"0000950123-10-041721",1141982,"COOPER INDUSTRIES PLC",3640,"IE","","DUBLIN 2","00000","5 FITZWILLIAM SQUARE","","7132098400","IE","","DUBLIN 2","00000","5 FITZWILLIAM SQUARE","","","",980632292,"COOPER INDUSTRIES LTD",20010604,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 15:20:00.0",0,0,"cbe",1,"","2010Q2"
"0000950123-10-041956",8858,"AVNET INC",5065,"US","AZ","PHOENIX","85034","2211 SOUTH 47TH STREET","","4806432000","US","AZ","PHOENIX","85034","2211 SOUTH 47TH STREET","","US","NY",111890605,"",NA,"1-LAF",1,630,"10-Q",20100331,2010,"Q3",20100430,"2010-04-30 16:42:00.0",0,0,"avt",1,"","2010Q2"
"0001014108-10-000118",888228,"KINDER MORGAN ENERGY PARTNERS L P",4922,"US","TX","HOUSTON","77002","500 DALLAS","SUITE 1000","713-369-9000","US","TX","HOUSTON","77002","500 DALLAS","SUITE 1000","US","DE",760380342,"ENRON LIQUIDS PIPELINE L P",19970304,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 17:03:00.0",0,0,"kmp",1,"","2010Q2"
"0001044590-10-000036",1044590,"INTERMEC, INC.",3577,"US","WA","EVERETT","98203-1264","6001 36TH AVENUE WEST","","425-265-2400","US","WA","EVERETT","98203-1264","6001 36TH AVENUE WEST","","US","DE",954647021,"UNOVA INC",19970815,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-29 17:35:00.0",0,0,"in",1,"","2010Q2"
"0001104659-10-023774",1023131,"COVANCE INC",8731,"US","NJ","PRINCETON","08540","210 CARNEGIE CENTER","","6094524440","US","NJ","PRINCETON","08540","COVANCE INC","210 CARNEGIE CENTER","US","DE",223265977,"CORNING PHARMACEUTICAL SERVICES INC",19960917,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 12:49:00.0",0,0,"cvd",1,"","2010Q2"
"0001104659-10-024080",72903,"XCEL ENERGY INC",4931,"US","MN","MINNEAPOLIS","55402","800 NICOLLET MALL","","6123305500","US","MN","MINNEAPOLIS","55401","800 NICOLLET MALL","","US","MN",410448030,"NORTHERN STATES POWER CO /MN/",19920703,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 16:49:00.0",0,0,"xel",1,"","2010Q2"
"0001126956-10-000011",1126956,"LACLEDE GROUP INC",4924,"US","MO","ST LOUIS","63101","720 OLIVE ST","","3143420500","US","MO","ST LOUIS","63101","720 OLIVE ST","RM 1517","US","MO",742976504,"",NA,"1-LAF",0,930,"10-Q",20100331,2010,"Q2",20100430,"2010-04-30 15:19:00.0",0,0,"lg",2,"57183","2010Q2"
"0001140361-10-018271",97476,"TEXAS INSTRUMENTS INC",3674,"US","TX","DALLAS","75266","P.O. BOX 660199","","9729953773","US","TX","DALLAS","75266","12500 TI BLVD","PO BOX 660199","US","DE",750289970,"",NA,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 15:44:00.0",0,0,"txn",1,"","2010Q2"
"0001193125-10-100510",8868,"AVON PRODUCTS INC",2844,"US","NY","NEW YORK","10105-0196","1345 AVENUE OF THE AMERICAS","","212-282-5000","US","NY","NEW  YORK","10105-0196","1345 AVENUE OF THE AMERICAS","","US","NY",130544597,"",NA,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 07:25:00.0",0,0,"avp",1,"","2010Q2"
"0001193125-10-100744",1437107,"DISCOVERY COMMUNICATIONS, INC.",4841,"US","CO","ENGLEWOOD","80112","12300 LIBERTY BOULEVARD","","(720) 875-4000","US","CO","ENGLEWOOD","80112","12300 LIBERTY BOULEVARD","","US","DE",352333914,"",NA,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 09:32:00.0",0,0,"disca",1,"","2010Q2"
"0001193125-10-100927",858470,"CABOT OIL & GAS CORP",1311,"US","TX","HOUSTON","77077","1200 ENCLAVE PARKWAY","","2815894600","","","","","","","US","DE",43072771,"",NA,"1-LAF",1,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 11:04:00.0",0,0,"cog",1,"","2010Q2"
"0001193125-10-101361",1002638,"OPEN TEXT CORP",7373,"CA","ON","ONTARIO CANADA","N2L 0A1","275 FRANK TOMPA DRIVE","WATERLOO","519-888-7111","CA","ON","ONTARIO CANADA","N2L 0A1","275 FRANK TOMPA DRIVE","WATERLOO","CA","ON",980154400,"",NA,"1-LAF",0,630,"10-Q",20100331,2010,"Q3",20100430,"2010-04-30 13:54:00.0",0,0,"otex",1,"","2010Q2"
"0001193125-10-101428",73124,"NORTHERN TRUST CORP",6022,"US","IL","CHICAGO","60603","50 S LASALLE ST","","3126306000","US","IL","CHICAGO","60603","50 S LASALLE ST","","US","DE",362723087,"NORTRUST CORP",19780525,"1-LAF",0,1231,"10-Q",20100331,2010,"Q1",20100430,"2010-04-30 14:22:00.0",0,0,"ntrs",1,"","2010Q2"
