"adsh","cik_id","name","sic","countryba","stprba","cityba","zipba","bas1","bas2","baph","countryma","stprma","cityma","zipma","mas1","mas2","countryinc","stprinc","ein_id","former","changed","afs","wksi","fye","form","period","fy","fp","filed","accepted","prevrpt","detail","instance","nciks","aciks","edgar_year"
"0001047469-10-001609",1134016,"MIDWEST GENERATION LLC",4991,"US","IL","CHICAGO","60605","ONE FINANCIAL PLACE","440 SOUTH LASALLE STREET #3500","3125836000","US","IL","CHICAGO","60605","ONE FINANCIAL PLACE","440 SOUTH LASALLE STREET #3500","US","DE",330868558,"",NA,"4-NON",0,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 09:23:00.0",0,0,"mwg",1,"","2010Q1"
"0001047469-10-001610",1099534,"EME HOMER CITY GENERATION LP",4991,"US","PA","HOMER CITY","15748","1750 POWER PLANT ROAD","","724 479 9011","US","PA","HOMER CITY","15748","1750 POWER PLANT ROAD","","US","PA",330826938,"",NA,"4-NON",0,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 09:30:00.0",0,0,"hcg",1,"","2010Q1"
"0001047469-10-001644",1023131,"COVANCE INC",8731,"US","NJ","PRINCETON","08540","210 CARNEGIE CENTER","","6094524440","US","NJ","PRINCETON","08540","COVANCE INC","210 CARNEGIE CENTER","US","DE",223265977,"CORNING PHARMACEUTICAL SERVICES INC",19960917,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 16:05:00.0",0,0,"cvd",1,"","2010Q1"
"0001047469-10-001649",718877,"ACTIVISION BLIZZARD, INC.",7372,"US","CA","SANTA MONICA","90405","3100 OCEAN PARK BLVD","","3102552000","US","CA","SANTA MONICA","90405","3100 OCEAN PARK BLVD","","US","DE",954803544,"ACTIVISION INC /NY",19930114,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 16:19:00.0",0,0,"atvi",1,"","2010Q1"
"0001047469-10-001674",895648,"GENERAL GROWTH PROPERTIES INC",6798,"US","IL","CHICAGO","60606","110 N WACKER DRIVE","STE 3100","3129605000","US","IL","CHICAGO","60606","110 N WACKER DRIVE","STE 3100","US","DE",421283895,"",NA,"1-LAF",0,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 17:34:00.0",0,0,"ggp",1,"","2010Q1"
"0001061219-10-000011",1061219,"ENTERPRISE PRODUCTS PARTNERS L P",4922,"US","TX","HOUSTON","77002","1100 LOUISIANA 10TH FLOOR","","7133816500","US","TX","HOUSTON","77002","1100 LOUISIANA 10TH FLOOR","","US","DE",760568219,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 11:21:00.0",0,0,"epd",1,"","2010Q1"
"0001104659-10-010697",315189,"DEERE & CO",3523,"US","IL","MOLINE","61265-8098","ONE JOHN DEERE PLACE","","(309) 765-5688","US","IL","MOLINE","61265-8098","ONE JOHN DEERE PLACE","","US","DE",362382580,"",NA,"1-LAF",1,1031,"10-Q",20100131,2010,"Q1",20100301,"2010-03-01 15:52:00.0",0,0,"de",1,"","2010Q1"
"0001193125-10-043237",740761,"BUCYRUS INTERNATIONAL INC",3532,"US","WI","SOUTH MILWAUKEE","53172-0500","P O BOX 500","1100 MILWAUKEE AVENUE","4147684000","US","WI","SOUTH MILWAUKEE","53172-0500","P O BOX 500","1100 MILWAUKEE AVENUE","US","DE",390188050,"BUCYRUS ERIE CO /DE",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-02-26 18:11:00.0",0,0,"bucy",1,"","2010Q1"
"0001193125-10-043405",1059556,"MOODYS CORP /DE/",7320,"US","NY","NEW YORK","10007","7 WORLD TRADE CENTER","AT 250 GREENWICH STREET","2125530300","US","NY","NEW YORK","10007","7 WORLD TRADE CENTER","AT 250 GREENWICH STREET","US","DE",133998945,"DUN & BRADSTREET CORP /DE/",19980728,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-02-26 21:40:00.0",0,0,"mco",1,"","2010Q1"
"0001193125-10-043450",1067983,"BERKSHIRE HATHAWAY INC",6331,"US","NE","OMAHA","68131","1440 KIEWIT PLZ","","4023461400","US","NE","OMAHA","68131","1440 KIEWIT PLAZA","","US","DE",470813844,"NBH INC",19980810,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 06:02:00.0",0,0,"brka",1,"","2010Q1"
"0001193125-10-043667",1349436,"SANDRIDGE ENERGY INC",1311,"US","OK","OKLAHOMA CITY","73102-6406","123 ROBERT S. KERR AVENUE","","405-429-5500","US","OK","OKLAHOMA CITY","73102-6406","123 ROBERT S. KERR AVENUE","","US","DE",208084793,"RIATA ENERGY INC",20060111,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 06:05:00.0",0,0,"sd",1,"","2010Q1"
"0001193125-10-044002",1070750,"HOST HOTELS & RESORTS, INC.",6798,"US","MD","BETHESDA","20817","6903 ROCKLEDGE DR","SUITE 1500","240-744-1000","US","MD","BETHESDA","20817-1109","HOST MARRIOTT CORP","6903 ROCKLEDGE DR., SUITE 1500","US","MD",530085950,"HOST MARRIOTT CORP/",19981229,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 09:45:00.0",0,0,"hst",1,"","2010Q1"
"0001193125-10-044296",80661,"PROGRESSIVE CORP/OH/",6331,"US","OH","MAYFIELD VILLAGE","44143","6300 WILSON MILLS RD","","4404615000","US","OH","MAYFIELD VILLAGE","44143","6300 WILSON MILLS RD","","US","OH",340963169,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 12:59:00.0",0,0,"pgr",1,"","2010Q1"
"0001193125-10-044311",318154,"AMGEN INC",2836,"US","CA","THOUSAND OAKS","91320-1799","ONE AMGEN CENTER DRIVE","MAIL STOP 24-1-B","(805)313-1762","US","CA","THOUSAND OAKS","91320-1799","ONE AMGEN CENTER DRIVE","MAIL STOP 24-1-B","US","DE",953540776,"AMGEN",19870305,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 13:05:00.0",0,0,"amgn",1,"","2010Q1"
"0001193125-10-044365",1135152,"FMC TECHNOLOGIES INC",3533,"US","TX","HOUSTON","77067","1803 GEARS ROAD","","2815914000","US","TX","HOUSTON","77067","1803 GEARS ROAD","","US","DE",364412642,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 13:32:00.0",0,0,"fti",1,"","2010Q1"
"0001193125-10-044488",3673,"ALLEGHENY ENERGY, INC",4911,"US","PA","GREENSBURG","15601","800 CABIN HILL DRIVE","","7248373000","US","PA","GREENSBURG","15601","800 CABIN HILL DRIVE","","US","MD",135531602,"ALLEGHENY ENERGY INC",19970926,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 14:32:00.0",0,0,"aye",1,"","2010Q1"
"0001193125-10-044561",1086222,"AKAMAI TECHNOLOGIES INC",7389,"US","MA","CAMBRIDGE","02142","8 CAMBRIDGE CENTER","","6174443000","US","MA","CAMBRIDGE","02142","8 CAMBRIDGE CENTER","","US","DE",43432319,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 15:18:00.0",0,0,"akam",1,"","2010Q1"
"0001193125-10-044592",945436,"MEMC ELECTRONIC MATERIALS INC",3674,"US","MO","ST. PETERS","63376","501 PEARL DRIVE","P. O. BOX 8","6364745000","US","MO","ST. PETERS","63376","501 PEARL DRIVE","P. O. BOX 8","US","DE",561505767,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 15:33:00.0",0,0,"wfr",1,"","2010Q1"
"0001193125-10-044679",1043277,"C H ROBINSON WORLDWIDE INC",4731,"US","MN","EDEN PRAIRIE","55347","14701 CHARLSON ROAD","","9529378500","US","MN","EDEN PRAIRIE","55347","14701 CHARLSON ROAD","","US","DE",411883630,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 16:04:00.0",0,0,"chrw",1,"","2010Q1"
"0001193125-10-044723",708819,"MCDERMOTT INTERNATIONAL INC",3443,"US","TX","HOUSTON","77079","777 N. ELDRIDGE PARKWAY","","281-870-5000","US","TX","HOUSTON","77079","777 N. ELDRIDGE PARKWAY","","PA","",720593134,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 16:18:00.0",0,0,"mdr",1,"","2010Q1"
"0001193125-10-044753",882095,"GILEAD SCIENCES INC",2836,"US","CA","FOSTER CITY","94404","333 LAKESIDE DR","","6505743000","US","CA","FOSTER CITY","94404","333 LAKESIDE DR","","US","DE",943047598,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 16:28:00.0",0,0,"gild",1,"","2010Q1"
"0001193125-10-044784",895126,"CHESAPEAKE ENERGY CORP",1311,"US","OK","OKLAHOMA CITY","73118","6100 N WESTERN AVE","","4058488000","US","OK","OKLAHOMA CITY","73118","6100 NORTH WESTERN AVE","","US","OK",731395733,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 16:42:00.0",0,0,"chk",1,"","2010Q1"
"0001193125-10-044821",910073,"NEW YORK COMMUNITY BANCORP INC",6036,"US","NY","WESTBURY","11590","615 MERRICK AVE","","7183596400","US","NY","WESTBURY","11590","615 MERRICK AVE","","US","DE",61377322,"QUEENS COUNTY BANCORP INC",19930802,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 16:59:00.0",0,0,"nyb",1,"","2010Q1"
"0001193125-10-044876",1053507,"AMERICAN TOWER CORP /MA/",4899,"US","MA","BOSTON","02116","116 HUNTINGTON AVE","","6173757500","US","MA","BOSTON","02116","116 HUNTINGTON AVE","","US","DE",650723837,"AMERICAN TOWER SYSTEMS CORP",19980128,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 17:13:00.0",0,0,"amt",1,"","2010Q1"
"0001393311-10-000004",1393311,"PUBLIC STORAGE",6798,"US","CA","GLENDALE","91201-2349","701 WESTERN AVENUE","","818-244-8080","US","CA","GLENDALE","91201-2349","701 WESTERN AVENUE","","US","MD",953551121,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-02-26 21:49:00.0",0,0,"psa",1,"","2010Q1"
"0001398432-10-000145",879101,"KIMCO REALTY CORP",6798,"US","NY","NEW HYDE PARK","11042","3333 NEW HYDE PARK RD","PO BOX 5020","5168699000","US","NY","NEW HYDE PARKQ","11042","3333 NEW HYDE PARK ROAD","PO BOX 5020","US","MD",132744380,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100301,"2010-03-01 12:17:00.0",1,0,"kim",1,"","2010Q1"
"0000004904-10-000018",4904,"AMERICAN ELECTRIC POWER CO INC",4911,"US","OH","COLUMBUS","43215","1 RIVERSIDE PLAZA","","614-716-1000","US","OH","COLUMBUS","43215","1 RIVERSIDE PLAZA","","US","NY",134922640,"KINGSPORT UTILITIES INC",19660906,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 15:30:00.0",0,0,"aep",1,"","2010Q1"
"0000086521-10-000019",1032208,"SEMPRA ENERGY",4932,"US","CA","SAN DIEGO","92101","101 ASH STREET","P O BOX 129400","6196962000","US","CA","SAN DIEGO","92101","101 ASH STREET","P O BOX 129400","US","CA",330732627,"MINERAL ENERGY CO",19970205,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-25 18:30:00.0",0,0,"sre",4,"75527 86521 92108","2010Q1"
"0000096223-10-000004",96223,"LEUCADIA NATIONAL CORP",2400,"US","NY","NEW YORK","10010","315 PARK AVE S","","2124601900","US","NY","NEW YORK","10010","315 PARK AVENUE SOUTH","","US","NY",132615557,"TALCOTT NATIONAL CORP",19800603,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 15:48:00.0",0,0,"luk",1,"","2010Q1"
"0000097745-10-000008",97745,"THERMO FISHER SCIENTIFIC INC.",3829,"US","MA","WALTHAM","02451","81 WYMAN ST","PO BOX 9046","7816221000","US","MA","WALTHAM","02451","81 WYMAN ST","PO BOX 9046","US","DE",42209186,"THERMO ELECTRON CORP",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 15:16:00.0",0,0,"tmo",1,"","2010Q1"
"0000107815-10-000046",783325,"WISCONSIN ENERGY CORP",4931,"US","WI","MILWAUKEE","53201","231 W MICHIGAN ST","P O BOX 1331","414-221-2345","US","WI","MILWAUKEE","53201","231 WEST MICHIGAN STREET","P O BOX 1331","US","WI",391391525,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 10:05:00.0",0,0,"wec",1,"","2010Q1"
"0000753308-10-000025",753308,"FPL GROUP INC",4911,"US","FL","JUNO BEACH","33408","700 UNIVERSE BLVD","","5616946311","US","FL","JUNO BEACH","33408","P O BOX 14000","","US","FL",592449419,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 14:59:00.0",0,0,"fpl",2,"37634","2010Q1"
"0000831259-10-000010",831259,"FREEPORT MCMORAN COPPER & GOLD INC",1000,"US","AZ","PHOENIX","85004-4414","ONE NORTH CENTRAL AVENUE","","6023668100","US","LA","NEW ORLEANS","70112","1615 POYDRAS STREET","","US","DE",742480931,"FREEPORT MCMORAN COPPER COMPANY INC",19910114,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 15:13:00.0",0,0,"fcx",1,"","2010Q1"
"0000882835-10-000009",882835,"ROPER INDUSTRIES INC",3823,"US","FL","SARASOTA","34240","6901 PROFESSIONAL PKWY EAST","SUITE 200","9415562601","US","FL","SARASOTA","34240","6901 PROFESSIONAL PKWY EAST","SUITE 200","US","DE",510263969,"ROPER INDUSTRIES INC /DE/",19930328,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:28:00.0",0,0,"rop",1,"","2010Q1"
"0000922224-10-000012",922224,"PPL CORP",4911,"US","PA","ALLENTOWN","181011179","TWO N NINTH ST","","6107745151","US","PA","ALLENTOWN","18101-1179","TWO N NINTH ST","","US","PA",232758192,"PP&L RESOURCES INC",19941123,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-25 18:26:00.0",0,0,"ppl",3,"317187 1161976","2010Q1"
"0000930413-10-001062",78814,"PITNEY BOWES INC /DE/",3579,"US","CT","STAMFORD","06926-0700","PITNEY BOWES INC","1 ELMCROFT ROAD","2033565000","US","CT","STAMFORD","06926-0700","1 ELMCROFT ROAD","","US","DE",60495050,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 14:47:00.0",0,0,"pbi",1,"","2010Q1"
"0000941548-10-000015",941548,"CAMERON INTERNATIONAL CORP",3533,"US","TX","HOUSTON","77027","1333 WEST LOOP SOUTH","STE 1700","7135133322","US","TX","HOUSTON","77027","1333 WEST LOOP SOUTH","STE 1700","US","DE",760451843,"COOPER CAMERON CORP",19950315,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:54:00.0",0,0,"cam",1,"","2010Q1"
"0000950123-10-017254",885725,"BOSTON SCIENTIFIC CORP",3841,"US","MA","NATICK","01760-1537","ONE BOSTON SCIENTIFIC PL","","5086508000","","","","","","","US","DE",42695240,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-25 19:40:00.0",0,0,"bsx",1,"","2010Q1"
"0000950123-10-017258",808362,"BAKER HUGHES INC",3533,"US","TX","HOUSTON","77019-2118","2929 ALLEN PARKWAY","SUITE 2100","7134398600","US","TX","HOUSTON","77210-4740","PO BOX 4740","","US","DE",760207995,"",NA,"1-LAF",0,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-25 19:46:00.0",0,0,"bhi",1,"","2010Q1"
"0000950123-10-017267",107263,"WILLIAMS COMPANIES INC",4922,"US","OK","TULSA","74172","ONE WILLIAMS CTR","","9185732000","US","OK","TULSA","74172","ONE WILLIAM CENTER","","US","DE",730569878,"WILLIAMS BROTHERS COMPANIES",19710817,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-25 19:57:00.0",0,0,"wmb",1,"","2010Q1"
"0000950123-10-017377",1056239,"L 3 COMMUNICATIONS HOLDINGS INC",3663,"US","NY","NEW YORK","10016","600 THIRD AVENUE","34TH FLOOR","2126971111","US","NY","NEW YORK","10016","600 THIRD AVENUE","34TH FLOOR","US","DE",133937434,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 06:05:00.0",0,0,"lll",2,"1039101","2010Q1"
"0000950123-10-017583",1000697,"WATERS CORP /DE/",3826,"US","MA","MILFORD","01757","34 MAPLE ST","","5084782000","US","MA","MILFORD","01757","34 MAPLE STREET","","US","DE",133668640,"WCD INVESTORS INC /DE/",19960605,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 09:25:00.0",0,0,"wat",1,"","2010Q1"
"0000950123-10-017631",1136893,"FIDELITY NATIONAL INFORMATION SERVICES, INC.",7389,"US","FL","JACKSONVILLE","32204","601 RIVERSIDE AVENUE","","904-854-8547","US","FL","JACKSONVILLE","32204","601 RIVERSIDE AVENUE","","","",371490331,"CERTEGY INC",20010607,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 10:07:00.0",0,0,"fis",1,"","2010Q1"
"0000950123-10-017647",1021860,"NATIONAL OILWELL VARCO INC",3533,"US","TX","HOUSTON","77042-4200","10000 RICHMOND AVENUE","6TH FLOOR","7133467500","US","TX","HOUSTON","77042-4200","10000 RICHMOND AVENUE","6TH FLOOR","US","DE",760475815,"NATIONAL OILWELL INC",19960829,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 10:35:00.0",0,0,"nov",1,"","2010Q1"
"0000950123-10-017728",40987,"GENUINE PARTS CO",5013,"US","GA","ATLANTA","30339","2999 CIRCLE 75 PARKWAY","","4049531700","US","GA","ATLANTA","30339","2999 CIRCLE 75 PARKWAY","","US","GA",580254510,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 11:40:00.0",0,0,"gpc",1,"","2010Q1"
"0000950123-10-017776",1169055,"NOBLE CORP",1381,"US","TX","SUGAR LAND","77478","13135 S DAIRY ASHFORD","","41 0 41 761 6555","","","","","","","","",980366361,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 12:17:00.0",0,0,"ne",2,"1458891","2010Q1"
"0000950123-10-017817",49826,"ILLINOIS TOOL WORKS INC",3560,"US","IL","GLENVIEW","60025-5811","3600 W LAKE AVE","","8476574106","US","IL","GLENVIEW","60025-5811","3600 WEST LAKE AVENUE","","US","DE",361258310,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 12:51:00.0",0,0,"itw",1,"","2010Q1"
"0000950123-10-017877",72971,"WELLS FARGO & CO/MN",6021,"US","CA","SAN FRANCISCO","94163","420 MONTGOMERY STREET","","6126671234","US","CA","SAN FRANCISCO","94163","WELLS FARGO & COMPANY","420 MONTGOMERY STREET","US","DE",410449260,"NORWEST CORP",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 13:26:00.0",0,0,"wfc",1,"","2010Q1"
"0000950123-10-017899",912750,"NEWFIELD EXPLORATION CO /DE/",1311,"US","TX","HOUSTON","77060","363 NORTH SAM HOUSTON PARKWAY EAST","SUITE 100","281-847-6000","US","TX","HOUSTON","77060","363 NORTH SAM HOUSTON PARKWAY EAST","SUITE 100","US","DE",721133047,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 13:51:00.0",0,0,"nfx",1,"","2010Q1"
"0000950123-10-017949",914208,"INVESCO LTD.",6282,"US","GA","ATLANTA","30309","1555 PEACHTREE STREET NE","SUITE 1800","404-892-0896","US","GA","ATLANTA","30309","1555 PEACHTREE STREET NE","SUITE 1800","BM","",980557567,"INVESCO LTD",20080508,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 14:17:00.0",0,0,"ivz",1,"","2010Q1"
"0000950123-10-018097",1035002,"VALERO ENERGY CORP/TX",2911,"US","TX","SAN ANTONIO","78269-6000","P.O. BOX 696000","","2103452000","US","TX","SAN ANTONIO","78269-6000","P.O. BOX 696000","","US","DE",741828067,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 15:55:00.0",0,0,"vlo",1,"","2010Q1"
"0000950123-10-018122",921847,"HUDSON CITY BANCORP INC",6036,"US","NJ","PARAMUS","07652","WEST 80 CENTURY RD","","2019671900","US","NJ","PARMUS","07652","WEST 80 CENTURY ROAD","","US","DE",223640393,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:04:00.0",0,0,"hcbk",1,"","2010Q1"
"0000950123-10-018123",36104,"US BANCORP \DE\",6021,"US","MN","MINNEAPOLIS","55402","U.S.BANCORP","800 NICOLLET MALL","(651)466-3000","US","MN","MINNEAPOLIS","55402","U.S.BANCORP","800 NICOLLET MALL","US","DE",410255900,"FIRST BANK SYSTEM INC",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:05:00.0",0,0,"usb",1,"","2010Q1"
"0000950123-10-018149",20171,"CHUBB CORP",6331,"US","NJ","WARREN","07061","15 MOUNTAIN VIEW ROAD","","9089032000","US","NJ","WARREN","07061","15 MOUNTAIN VIEW ROAD","","US","NJ",132595722,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:15:00.0",0,0,"cb",1,"","2010Q1"
"0000950123-10-018160",1043604,"JUNIPER NETWORKS INC",3576,"US","CA","SUNNYVALE","94089","1194 NORTH MATHILDA AVE","","6505268000","US","CA","SUNNYVALE","94089","1194 NORTH MATHILDA AVE","","US","DE",770422528,"",NA,"1-LAF",0,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:19:00.0",0,0,"jnpr",1,"","2010Q1"
"0000950123-10-018176",1032033,"SLM CORP",6141,"US","VA","RESTON","20190","12061 BLUEMONT WAY","","7038103000","US","VA","RESTON","20190","12061 BLUEMONT WAY","","US","DE",522013874,"SALLIE MAE",20020517,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:26:00.0",0,0,"slm",1,"","2010Q1"
"0000950123-10-018180",31277,"EATON CORP",3590,"US","OH","CLEVELAND","44114-2584","EATON CTR","1111 SUPERIOR AVE","2165235000","US","OH","CLEVELAND","44114","1111 SUPERIOR AVENUE","","US","OH",340196300,"EATON YALE & TOWNE INC",19710822,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:28:00.0",0,0,"etn",1,"","2010Q1"
"0000950123-10-018216",1365135,"WESTERN UNION CO",7389,"US","CO","ENGLEWOOD","80112","12500 EAST BELFORD AVENUE","","(720) 332-3361","US","CO","ENGLEWOOD","80112","12500 EAST BELFORD AVENUE","","US","DE",204531180,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:42:00.0",0,0,"wu",1,"","2010Q1"
"0000950123-10-018235",310522,"FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE",6111,"US","DC","WASHINGTON","20016","3900 WISCONSIN AVE N.W.","","202-752-7000","US","DC","WASHINGTON","20016","3900 WISCONSIN AVE N.W.","","","",520883107,"FEDERAL NATIONAL MORTGAGE ASSOCIATION",19950110,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:49:00.0",0,0,"fnm",1,"","2010Q1"
"0000950123-10-018284",1099219,"METLIFE INC",6311,"US","NY","NEW YORK","10036","1095 AVENUE OF AMERICAS","","212-578-5500","US","NY","NEW YORK","10036","1095 AVENUE OF AMERICAS","","US","DE",134075851,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:03:00.0",0,0,"met",1,"","2010Q1"
"0000950123-10-018307",1163739,"NABORS INDUSTRIES LTD",1381,"BM","","HAMILTON, HM08","0000","MINTFLOWER PLACE","8 PAR-LA-VILLE ROAD","2464219471","BM","","HAMILTON, HMPX","0000","P O BOX HM3349","","BM","",980363970,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:09:00.0",0,1,"nbr",1,"","2010Q1"
"0000950123-10-018311",6769,"APACHE CORP",1311,"US","TX","HOUSTON","77056-4400","2000 POST OAK BLVD","STE 100","7132966000","US","TX","HOUSTON","77056-4400","2000 POST OAK BLVD","STE 100","US","DE",410747868,"APACHE OIL CORP",19660830,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:11:00.0",0,0,"apa",1,"","2010Q1"
"0000950123-10-018336",4447,"HESS CORP",2911,"US","NY","NEW YORK","10036","1185 AVENUE OF THE AMERICAS","","2129978500","US","NY","NEW YORK","10036","1185 AVENUE OF THE AMERICAS","","US","DE",134921002,"AMERADA HESS CORP",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:16:00.0",0,0,"hes",1,"","2010Q1"
"0000950123-10-018400",1396009,"VULCAN MATERIALS CO",1400,"US","AL","BIRMINGHAM","35242","1200 URBAN CENTER DRIVE","","(205) 298-3000","US","AL","BIRMINGHAM","35242","1200 URBAN CENTER DRIVE","","US","NJ",208579133,"VIRGINIA HOLDCO, INC.",20070409,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:26:00.0",0,0,"vmc",1,"","2010Q1"
"0000950123-10-018425",890801,"MCAFEE, INC.",7372,"US","CA","SANTA CLARA","95054","3965 FREEDOM CIRCLE","","4089883832","US","CA","SANTA CLARA","95054","3965 FREEDOM CIRCLE","","US","DE",770316593,"NETWORKS ASSOCIATES INC/",19980611,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:30:00.0",0,0,"mfe",1,"","2010Q1"
"0000950123-10-018432",899881,"PROLOGIS",6798,"US","CO","DENVER","80239","4545 AIRPORT WAY","","3033759292","US","CO","DENVER","80239","4545 AIRPORT WAY","","US","MD",742604728,"PROLOGIS TRUST",19980717,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:31:00.0",0,0,"pld",1,"","2010Q1"
"0001047469-10-001435",26172,"CUMMINS INC",3510,"US","IN","COLUMBUS","47202-3005","500 JACKSON ST","BOX 3005 MAIL CODE 60207","8123773842","US","IN","COLUMBUS","47202-3005","BOX 3005 MAIL CODE 60207","500","US","IN",350257090,"CUMMINS ENGINE CO INC",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-25 18:46:00.0",0,0,"cmi",1,"","2010Q1"
"0001047469-10-001447",88205,"SPX CORP",3540,"US","NC","CHARLOTTE","28277","13515 BALLANTYNE CORPORATE PLACE","","704-752-4400","US","NC","CHARLOTTE","28277","13515 BALLANTYNE CORPORATE PLACE","","US","DE",381016240,"SEALED POWER CORP",19880515,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-25 21:21:00.0",1,0,"spx",1,"","2010Q1"
"0001047469-10-001452",1234308,"DIRECTV HOLDINGS LLC",4841,"US","CA","EL SEGUNDO","","","","","US","CA","EL SEGUNDO","90245","2230 E IMPERIAL HIGHWAY","","US","DE",593772785,"",NA,"4-NON",0,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 06:02:00.0",1,0,"dtvh",2,"1234307","2010Q1"
