"adsh","cik_id","name","sic","countryba","stprba","cityba","zipba","bas1","bas2","baph","countryma","stprma","cityma","zipma","mas1","mas2","countryinc","stprinc","ein_id","former","changed","afs","wksi","fye","form","period","fy","fp","filed","accepted","prevrpt","detail","instance","nciks","aciks","edgar_year"
"0000950123-09-054160",30625,"FLOWSERVE CORP",3561,"US","TX","IRVING","75039","5215 N. O'CONNOR BLVD.","SUITE 2300","9724436500","US","TX","IRVING","75039","5215 N. O'CONNOR BLVD.","SUITE 2300","US","NY",310267900,"DURCO INTERNATIONAL INC",19970508,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-28 16:18:00.0",0,0,"fls",1,"","2009Q4"
"0000950123-09-054167",885721,"EXPRESS SCRIPTS INC",5912,"US","MO","ST LOUIS","63121","ONE EXPRESS WAY","","3149960900","US","MO","ST LOUIS","63121","ONE EXPRESS WAY","","US","DE",431420563,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-28 16:24:00.0",0,0,"esrx",1,"","2009Q4"
"0000950123-09-054254",202058,"HARRIS CORP /DE/",3812,"US","FL","MELBOURNE","32919","1025 W NASA BLVD","","3217279100","US","FL","MELBOURNE","32919","1025 W NASA BLVD","","US","DE",340276860,"HARRIS SEYBOLD CO",19600201,"1-LAF",1,630,"10-Q",20090930,2010,"Q1",20091028,"2009-10-28 17:18:00.0",0,0,"hrs",1,"","2009Q4"
"0001047469-09-009249",1037949,"QWEST COMMUNICATIONS INTERNATIONAL INC",4813,"US","CO","DENVER","80202","1801 CALIFORNIA ST","","3039921400","US","CO","DENVER","80202","1801 CALIFORNIA ST","","US","DE",841339282,"QUEST COMMUNICATIONS INTERNATIONAL INC",19970416,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-28 17:25:00.0",0,0,"q",1,"","2009Q4"
"0001104659-09-060877",88205,"SPX CORP",3540,"US","NC","CHARLOTTE","28277","13515 BALLANTYNE CORPORATE PLACE","","704-752-4400","US","NC","CHARLOTTE","28277","13515 BALLANTYNE CORPORATE PLACE","","US","DE",381016240,"SEALED POWER CORP",19880515,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-28 16:12:00.0",0,0,"spx",1,"","2009Q4"
"0001130310-09-000049",1130310,"CENTERPOINT ENERGY INC",4911,"US","TX","HOUSTON","77002","1111 LOUISIANA ST.","","7132073000","US","TX","HOUSTON","77002","1111 LOUISIANA ST.","","","",740694415,"RELIANT ENERGY REGCO INC",20001220,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-28 08:01:00.0",0,0,"cnp",1,"","2009Q4"
"0001193125-09-215590",1335793,"CNX GAS CORP",1311,"US","PA","CANONSBURG","15317","CNX CENTER","1000 CONSOL ENERGY DRIVE","724-485-4000","US","PA","CANONSBURG","15317","CNX CENTER","1000 CONSOL ENERGY DRIVE","US","DE",203170639,"CNX GAS CORP",20050810,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-28 08:19:00.0",0,0,"cxg",1,"","2009Q4"
"0001193125-09-215595",1070412,"CONSOL ENERGY INC",1221,"US","PA","PITTSBURGH","15241","C/O CONSOL INC","1800 WASHINGTON RD","724-485-4000","US","PA","CANONSBURG","15317","CNX CENTER","1000 CONSOL ENERGY DRIVE","US","DE",510337383,"CONSOL ENERGY INC",19980915,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-28 08:22:00.0",0,0,"cnx",1,"","2009Q4"
"0001193125-09-215771",87347,"SCHLUMBERGER LTD /NV/",1389,"US","TX","HOUSTON","77056","5599 SAN FELIPE","17TH FLOOR","7135132000","US","TX","HOUSTON","77056","5599 SAN FELIPE","17TH FLOOR","AN","",520684746,"SCHLUMBERGER NV",19920804,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-28 11:26:00.0",0,0,"slb",1,"","2009Q4"
"0001193125-09-215959",884905,"PRAXAIR INC",2810,"US","CT","DANBURY","06810-5113","39 OLD RIDGEBURY RD","","2038372000","US","CT","DANBURY","06810-5113","39 OLD RIDGEBURY ROAD","","US","DE",61249050,"UNION CARBIDE INDUSTRIAL GASES INC",19600201,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-28 14:03:00.0",0,0,"px",1,"","2009Q4"
"0001193125-09-215975",63276,"MATTEL INC /DE/",3942,"US","CA","EL SEGUNDO","90245","333 CONTINENTAL BLVD","","3102522000","","","","","","","US","DE",951567322,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-28 14:14:00.0",0,0,"mat",1,"","2009Q4"
"0001193125-09-216157",1156039,"WELLPOINT INC",6324,"US","IN","INDIANAPOLIS","46204","120 MONUMENT CIRCLE","","3174886000","US","IN","INDIANAPOLIS","46204","120 MONUMENT CIRCLE","","US","IN",352145715,"ANTHEM INC",20010730,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-28 16:14:00.0",0,0,"wlp",1,"","2009Q4"
"0001193125-09-216185",1002638,"OPEN TEXT CORP",7373,"CA","ON","ONTARIO CANADA","N2L 0A1","275 FRANK TOMPA DRIVE","WATERLOO","519-888-7111","CA","ON","ONTARIO CANADA","N2L 0A1","275 FRANK TOMPA DRIVE","WATERLOO","CA","ON",980154400,"",NA,"1-LAF",1,630,"10-Q",20090930,2010,"Q1",20091028,"2009-10-28 16:31:00.0",0,0,"otex",1,"","2009Q4"
"0001336047-09-000053",1336047,"BOARDWALK PIPELINE PARTNERS, LP",4922,"US","TX","HOUSTON","77046","9 GREENWAY PLAZA, SUITE 2800","","866-913-2122","US","TX","HOUSTON","77046","9 GREENWAY PLAZA, SUITE 2800","","US","DE",203265614,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091028,"2009-10-28 16:30:00.0",0,0,"bwp",1,"","2009Q4"
"0000072207-09-000038",72207,"NOBLE ENERGY INC",1311,"US","TX","HOUSTON","77067","100 GLENBOROUGH","SUITE 100","2818723100","US","TX","HOUSTON","77067","100 GLENBOROUGH","SUITE 100","US","DE",730785597,"NOBLE AFFILIATES INC",20020426,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 12:09:00.0",0,0,"nbl",1,"","2009Q4"
"0000097216-09-000219",97216,"TEREX CORP",3537,"US","CT","WESTPORT","06880","200 NYALA FARM ROAD","","2032227170","US","CT","WESTPORT","06880","200 NYALA FARM ROAD","","US","DE",341531521,"BLACK MAMMOTH CONSOLIDATED MINING CO",19671002,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 16:05:00.0",0,0,"tex",1,"","2009Q4"
"0000277135-09-000043",277135,"GRAINGER W W INC",5000,"US","IL","LAKE FOREST","60045-5201","100 GRAINGER PARKWAY","","847-535-1000","US","IL","LAKE FOREST","60045","100 GRAINGER PARKWAY","","US","IL",361150280,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 14:20:00.0",0,0,"gww",1,"","2009Q4"
"0000874016-09-000059",874016,"JONES APPAREL GROUP INC",2330,"US","NY","NEW YORK","10018","1411 BROADWAY","","2126423860","US","NY","NEW YORK","10018","1411 BROADWAY","","US","PA",60935166,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 16:04:00.0",0,0,"jny",1,"","2009Q4"
"0000920148-09-000075",920148,"LABORATORY CORP OF AMERICA HOLDINGS",8071,"US","NC","BURLINGTON","27215","358 S MAIN ST","","3362291127","US","NC","BURLINGTON","27215","358 S MAIN ST","","US","DE",133757370,"NATIONAL HEALTH LABORATORIES HOLDINGS INC",19940314,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 16:24:00.0",0,0,"lh",1,"","2009Q4"
"0000950123-09-054293",1164727,"NEWMONT MINING CORP /DE/",1040,"US","CO","GREENWOOD VILLAGE","80111","6363 SOUTH FIDDLERS GREEN CIRCLE","","303-863-7414","US","CO","GREENWOOD VILLAGE","80111","6363 SOUTH FIDDLERS GREEN CIRCLE","","US","DE",841611629,"DELTA HOLDCO CORP",20020109,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-28 17:52:00.0",0,0,"nem",1,"","2009Q4"
"0000950123-09-054484",107263,"WILLIAMS COMPANIES INC",4922,"US","OK","TULSA","74172","ONE WILLIAMS CTR","","9185732000","US","OK","TULSA","74172","ONE WILLIAM CENTER","","US","DE",730569878,"WILLIAMS BROTHERS COMPANIES",19710817,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 07:30:00.0",0,0,"wmb",1,"","2009Q4"
"0000950123-09-054673",823768,"WASTE MANAGEMENT INC",4953,"US","TX","HOUSTON","77002","1001 FANNIN STREET","STE 4000","7135126200","US","TX","HOUSTON","77002","1001 FANNIN STREET","SUITE 4000","US","DE",731309529,"USA WASTE SERVICES INC",19920703,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 12:22:00.0",0,0,"wm",1,"","2009Q4"
"0000950123-09-054738",1424847,"LORILLARD, INC.",2111,"US","NC","GREENSBORO","27408","714 GREEN VALLEY ROAD","","336.335.7000","US","NC","GREENSBORO","27408","714 GREEN VALLEY ROAD","","US","DE",131911176,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 13:45:00.0",0,0,"lo",1,"","2009Q4"
"0000950123-09-054773",62996,"MASCO CORP /DE/",2430,"US","MI","TAYLOR","48180","21001 VAN BORN RD","","3132747400","US","MI","TAYLOR","48180","21001 VAN BORN ROAD","","US","DE",381794485,"MASCO SCREW PRODUCTS CO",19731025,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 14:42:00.0",0,0,"mas",1,"","2009Q4"
"0000950123-09-054872",310158,"SCHERING PLOUGH CORP",2834,"US","NJ","KENILWORTH","07033","2000 GALLOPING HILL ROAD","","9082984000","US","NJ","KENILWORTH","07033","2000 GALLOPING HILL ROAD","","US","NJ",221918501,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 16:33:00.0",0,0,"sgp",1,"","2009Q4"
"0000950123-09-054900",106040,"WESTERN DIGITAL CORP",3572,"US","CA","LAKE FOREST","92630","20511 LAKE FOREST DRIVE","","9499325000","US","CA","LAKE FOREST","92630","20511 LAKE FOREST DRIVE","","US","DE",330956711,"GENERAL DIGITAL CORP",19730125,"1-LAF",1,630,"10-Q",20090930,2010,"Q1",20091029,"2009-10-29 16:56:00.0",0,0,"wdc",1,"","2009Q4"
"0000950123-09-054928",54480,"KANSAS CITY SOUTHERN",4011,"US","MO","KANSAS CITY","64105","427 W 12TH STREET","","8169831303","US","MO","KANSAS CITY","64121","PO BOX 219335","","US","DE",440663509,"KANSAS CITY SOUTHERN INDUSTRIES INC",19920703,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 17:10:00.0",0,0,"ksu",1,"","2009Q4"
"0000950123-09-054957",10456,"BAXTER INTERNATIONAL INC",3841,"US","IL","DEERFIELD","60015","ONE BAXTER PKWY","DF2-1W","8479482000","US","IL","DEERFIELD","60015","ONE BAXTER PARKWAY","DF2-1W","US","DE",360781620,"BAXTER TRAVENOL LABORATORIES INC",19880522,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 17:21:00.0",0,1,"bax",1,"","2009Q4"
"0001004155-09-000088",1004155,"AGL RESOURCES INC",4924,"US","GA","ATLANTA","30309","TEN PEACHTREE PLACE","","4045844000","US","GA","ATLANTA","30309","TEN PEACHTREE PLACE","DEPT. 1109","US","GA",582210952,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 08:04:00.0",0,0,"agl",1,"","2009Q4"
"0001004980-09-000102",1004980,"PG&E CORP",4931,"US","CA","SAN FRANCISCO","94105","ONE MARKET SPEAR TOWER","SUITE 2400","4152677000","US","CA","SAN FRANCISCO","94105","ONE MARKET SPEAR TOWER","SUITE 2400","US","CA",943234914,"PG&E PARENT CO INC",19951214,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 13:26:00.0",0,0,"pcg",1,"","2009Q4"
"0001104659-09-061197",33213,"EQT CORP",4923,"US","PA","PITTSBURGH","15212-5861","225 NORTH SHORE DR","","4125535700","US","PA","PITTSBURGH","15212-5861","225 NORTH SHORE DR","","US","PA",250464690,"EQT CORP /PA/",20090206,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 16:33:00.0",0,0,"eqt",1,"","2009Q4"
"0001104659-09-061200",812074,"OWENS ILLINOIS INC /DE/",3221,"US","OH","PERRYSBURG","43551-2999","ONE MICHAEL OWENS WAY","","5673365000","US","OH","PERRYSBURG","43551-2999","ONE MICHAEL OWENS WAY","","US","DE",222781933,"OWENS ILLINOIS HOLDINGS CORP",19870512,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 16:38:00.0",0,0,"oi",1,"","2009Q4"
"0001122304-09-000105",1122304,"AETNA INC /PA/",6324,"US","CT","HARTFORD","06156","151 FARMINGTON AVENUE","","8602730123","US","CT","HARTFORD","06156","151 FARMINGTON AVENUE","","US","PA",232229683,"AETNA U S HEALTHCARE INC",20000822,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 16:06:00.0",0,0,"aet",1,"","2009Q4"
"0001140361-09-024015",1357615,"KBR, INC.",1600,"US","TX","HOUSTON","77002","601 JEFFERSON STREET","SUITE 3400","(713) 753-3834","US","TX","HOUSTON","77002","601 JEFFERSON STREET","SUITE 3400","US","DE",204536774,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 06:17:00.0",0,0,"kbr",1,"","2009Q4"
"0001140361-09-024040",21665,"COLGATE PALMOLIVE CO",2844,"US","NY","NEW YORK","10022","300 PARK AVE","","2123102000","US","NY","NEW YORK","10022","300 PARK AVE","14TH FLOOR","US","DE",131815595,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 15:07:00.0",0,0,"cl",1,"","2009Q4"
"0001193125-09-216813",8868,"AVON PRODUCTS INC",2844,"US","NY","NEW YORK","10105-0196","1345 AVENUE OF THE AMERICAS","","212-282-5000","US","NY","NEW  YORK","10105-0196","1345 AVENUE OF THE AMERICAS","","US","NY",130544597,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 07:05:00.0",0,0,"avp",1,"","2009Q4"
"0001193125-09-217067",80424,"PROCTER & GAMBLE CO",2840,"US","OH","CINCINNATI","45202","ONE PROCTER & GAMBLE PLAZA","","5139831100","US","OH","CINCINNATI","45202","ONE PROCTER & GAMBLE PLAZA","","US","OH",310411980,"",NA,"1-LAF",0,630,"10-Q",20090930,2010,"Q1",20091029,"2009-10-29 10:31:00.0",0,0,"pg",1,"","2009Q4"
"0001193125-09-217203",764180,"ALTRIA GROUP, INC.",2111,"US","VA","RICHMOND","23230","6601 WEST BROAD STREET","","(804) 274-2200","US","VA","RICHMOND","23230","6601 WEST BROAD STREET","","US","VA",133260245,"ALTRIA GROUP INC",20030127,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 12:39:00.0",0,0,"mo",1,"","2009Q4"
"0001193125-09-217423",1135971,"PEPCO HOLDINGS INC",4931,"US","DC","WASHINGTON","20068","SUITE 1300","701 NINTH STREET, NW","202-872-2000","US","DC","WASHINGTON","20068","SUITE 1300","701 NINTH STREET, NW","US","DE",522297449,"NEW RC INC",20010302,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 16:05:00.0",0,0,"pom",4,"8192 27879 79732","2009Q4"
"0001193125-09-217450",858470,"CABOT OIL & GAS CORP",1311,"US","TX","HOUSTON","77077","1200 ENCLAVE PARKWAY","","2815894600","","","","","","","US","DE",43072771,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 16:16:00.0",0,0,"cog",1,"","2009Q4"
"0001193125-09-217463",931148,"GRAFTECH INTERNATIONAL LTD",3620,"US","OH","PARMA","44130","12900 SNOW ROAD","","2166762000","US","OH","PARMA","44130","12900 SNOW ROAD","","US","DE",61385548,"UCAR INTERNATIONAL INC",19941011,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 16:20:00.0",0,0,"gti",1,"","2009Q4"
"0001193125-09-217506",732712,"VERIZON COMMUNICATIONS INC",4813,"US","NY","NEW YORK","10007","140 WEST STREET","29TH FLOOR","212-395-1000","US","NY","NEW YORK","10007","140 WEST STREET","29TH FLOOR","US","DE",232259884,"BELL ATLANTIC CORP",19920703,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 16:45:00.0",0,0,"vz",1,"","2009Q4"
"0001193125-09-217539",804055,"COCA COLA ENTERPRISES INC",2086,"US","GA","ATLANTA","30339","2500 WINDY RIDGE PKWY","","7709893000","US","GA","ATLANTA","30339","2500 WINDY RIDGE PKWY","","US","DE",580503352,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091029,"2009-10-29 17:02:00.0",0,0,"cce",1,"","2009Q4"
"0000004904-09-000174",4904,"AMERICAN ELECTRIC POWER CO INC",4911,"US","OH","COLUMBUS","43215","1 RIVERSIDE PLAZA","","614-716-1000","US","OH","COLUMBUS","43215","1 RIVERSIDE PLAZA","","US","NY",134922640,"KINGSPORT UTILITIES INC",19660906,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 12:46:00.0",0,0,"aep",1,"","2009Q4"
"0000007332-09-000034",7332,"SOUTHWESTERN ENERGY CO",1311,"US","TX","HOUSTON","77032","2350 N. SAM HOUSTON PARKWAY EAST","SUITE 125","2816184700","US","TX","HOUSTON","77032","2350 N. SAM HOUSTON PARKWAY EAST","SUITE 125","US","DE",710205415,"ARKANSAS WESTERN GAS CO",19790917,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-29 18:05:00.0",0,0,"swn",1,"","2009Q4"
"0000018230-09-000466",18230,"CATERPILLAR INC",3531,"US","IL","PEORIA","61629","100 NE ADAMS ST","","3096751000","US","IL","PEORIA","61629","100 NE ADAMS ST","","US","DE",370602744,"CATERPILLAR TRACTOR CO",19860623,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 13:01:00.0",0,0,"cat",1,"","2009Q4"
"0000029915-09-000074",29915,"DOW CHEMICAL CO /DE/",2821,"US","MI","MIDLAND","48674-2030","2030 DOW CENTER","","989-636-1000","US","MI","MIDLAND","48674-2030","2030 DOW CENTER","","US","DE",381285128,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 11:10:00.0",0,0,"dow",1,"","2009Q4"
"0000049826-09-000091",49826,"ILLINOIS TOOL WORKS INC",3560,"US","IL","GLENVIEW","60025-5811","3600 W LAKE AVE","","8476574106","US","IL","GLENVIEW","60025-5811","3600 WEST LAKE AVENUE","","US","DE",361258310,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 13:09:00.0",0,0,"itw",1,"","2009Q4"
"0000097476-09-000041",97476,"TEXAS INSTRUMENTS INC",3674,"US","TX","DALLAS","75266","P.O. BOX 660199","","9729953773","US","TX","DALLAS","75266","12500 TI BLVD","PO BOX 660199","US","DE",750289970,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 17:21:00.0",0,0,"txn",1,"","2009Q4"
"0000097745-09-000050",97745,"THERMO FISHER SCIENTIFIC INC.",3829,"US","MA","WALTHAM","02451","81 WYMAN ST","PO BOX 9046","7816221000","US","MA","WALTHAM","02451","81 WYMAN ST","PO BOX 9046","US","DE",42209186,"THERMO ELECTRON CORP",19920703,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 10:26:00.0",0,0,"tmo",1,"","2009Q4"
"0000107815-09-000062",783325,"WISCONSIN ENERGY CORP",4931,"US","WI","MILWAUKEE","53201","231 W MICHIGAN ST","P O BOX 1331","414-221-2345","US","WI","MILWAUKEE","53201","231 WEST MICHIGAN STREET","P O BOX 1331","US","WI",391391525,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-29 17:39:00.0",0,0,"wec",1,"","2009Q4"
"0000217346-09-000156",217346,"TEXTRON INC",3720,"US","RI","PROVIDENCE","02903","40 WESTMINSTER ST","","4014212800","US","RI","PROVIDENCE","02903","40 WESTMINSTER ST","","US","DE",50315468,"AMERICAN TEXTRON INC",19710510,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 14:16:00.0",0,0,"txt",1,"","2009Q4"
"0000702165-09-000170",702165,"NORFOLK SOUTHERN CORP",4011,"US","VA","NORFOLK","23510-2191","THREE COMMERCIAL PL","","7576292680","US","VA","NORFOLK","23510-2191","THREE COMMERCIAL PL","","US","VA",521188014,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 11:38:00.0",0,0,"nsc",1,"","2009Q4"
"0000753308-09-000122",753308,"FPL GROUP INC",4911,"US","FL","JUNO BEACH","33408","700 UNIVERSE BLVD","","5616946311","US","FL","JUNO BEACH","33408","P O BOX 14000","","US","FL",592449419,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 16:11:00.0",0,0,"fpl",2,"37634","2009Q4"
"0000922224-09-000114",922224,"PPL CORP",4911,"US","PA","ALLENTOWN","181011179","TWO N NINTH ST","","6107745151","US","PA","ALLENTOWN","18101-1179","TWO N NINTH ST","","US","PA",232758192,"PP&L RESOURCES INC",19941123,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 11:48:00.0",0,0,"ppl",3,"317187 1161976","2009Q4"
"0000930413-09-005485",788784,"PUBLIC SERVICE ENTERPRISE GROUP INC",4931,"US","NJ","NEWARK","07102-4194","CORPORATE ACCOUNTING SERVICES","80 PARK PLAZA, 9TH FLOOR","973-430-7000","US","NJ","NEWARK","07102-4194","CORPORATE ACCOUNTING SERVICES","80 PARK PLAZA, 9TH FLOOR","US","NJ",222625848,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 17:24:00.0",0,0,"peg",3,"81033 1158659","2009Q4"
"0000950123-09-055399",914208,"INVESCO LTD.",6282,"US","GA","ATLANTA","30309","1555 PEACHTREE STREET NE","SUITE 1800","404-892-0896","US","GA","ATLANTA","30309","1555 PEACHTREE STREET NE","SUITE 1800","BM","",980557567,"INVESCO LTD",20080508,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 13:00:00.0",0,0,"ivz",1,"","2009Q4"
"0000950123-09-055409",59478,"LILLY ELI & CO",2834,"US","IN","INDIANAPOLIS","46285","LILLY CORPORATE CTR","DROP CODE 1112","3172762000","US","IN","INDIANAPOLIS","46285","LILLY CORPORATE CENTER","DROP CODE 1112","US","IN",350470950,"",NA,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 13:16:00.0",0,0,"lly",1,"","2009Q4"
"0000950123-09-055534",1163739,"NABORS INDUSTRIES LTD",1381,"BM","","HAMILTON, HM08","0000","MINTFLOWER PLACE","8 PAR-LA-VILLE ROAD","2464219471","BM","","HAMILTON, HMPX","0000","P O BOX HM3349","","BM","",980363970,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 15:49:00.0",0,1,"nbr",1,"","2009Q4"
"0000950123-09-055625",816284,"CELGENE CORP /DE/",2834,"US","NJ","SUMMIT","07901","86 MORRIS AVENUE","","(908)673-9000","US","NJ","SUMMIT","07901","86 MORRIS AVENUE","","US","DE",222711928,"",NA,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 16:08:00.0",0,0,"celg",1,"","2009Q4"
"0000950123-09-055676",936340,"DTE ENERGY CO",4911,"US","MI","DETROIT","48226","ONE ENERGY PLAZA","","3132354000","US","MI","DETROIT","48226","ONE ENERGY PLAZA","","US","MI",383217752,"DTE HOLDINGS INC",19950127,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 16:33:00.0",0,0,"dte",1,"","2009Q4"
"0001104659-09-061460",26172,"CUMMINS INC",3510,"US","IN","COLUMBUS","47202-3005","500 JACKSON ST","BOX 3005 MAIL CODE 60207","8123773842","US","IN","COLUMBUS","47202-3005","BOX 3005 MAIL CODE 60207","500","US","IN",350257090,"CUMMINS ENGINE CO INC",19920703,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 14:09:00.0",0,0,"cmi",1,"","2009Q4"
"0001104659-09-061503",66740,"3M CO",3841,"US","MN","ST PAUL","55144-1000","3M CENTER","BLDG. 220-11W-02","6517332204","US","MN","ST. PAUL","55144-1000","3M CENTER","BLDG. 220-11W-02","US","DE",410417775,"MINNESOTA MINING & MANUFACTURING CO",19920703,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 15:13:00.0",0,0,"mmm",1,"","2009Q4"
"0001104659-09-061539",1001838,"SOUTHERN COPPER CORP/",1000,"US","AZ","PHOENIX","85028","11811 NORTH TATUM BLVD","SUITE 2500","602-494-5328","US","AZ","PHOENIX","85028","11811 NORTH TATUM BLVD","SUITE 2500","US","DE",133849074,"SOUTHERN PERU COPPER CORP/",19960726,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 16:19:00.0",0,0,"pcu",1,"","2009Q4"
"0001104659-09-061541",72903,"XCEL ENERGY INC",4931,"US","MN","MINNEAPOLIS","55402","800 NICOLLET MALL","","6123305500","US","MN","MINNEAPOLIS","55401","800 NICOLLET MALL","","US","MN",410448030,"NORTHERN STATES POWER CO /MN/",19920703,"1-LAF",1,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 16:27:00.0",0,0,"xel",1,"","2009Q4"
"0001140361-09-024152",888228,"KINDER MORGAN ENERGY PARTNERS L P",4922,"US","TX","HOUSTON","77002","500 DALLAS","SUITE 1000","713-369-9000","US","TX","HOUSTON","77002","500 DALLAS","SUITE 1000","US","DE",760380342,"ENRON LIQUIDS PIPELINE L P",19970304,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 14:56:00.0",0,0,"kmp",1,"","2009Q4"
"0001193125-09-218498",764065,"CLIFFS NATURAL RESOURCES INC.",1000,"US","OH","CLEVELAND","44114-2315","200 PUBLIC SQUARE","STE. 3300","216-694-5700","US","OH","CLEVELAND","44114-2315","200 PUBLIC SQUARE","STE. 3300","US","OH",341464672,"CLEVELAND CLIFFS INC",19920703,"1-LAF",0,1231,"10-Q",20090930,2009,"Q3",20091030,"2009-10-30 12:09:00.0",0,0,"clf",1,"","2009Q4"
"0001193125-09-218579",835729,"BMC SOFTWARE INC",7372,"US","TX","HOUSTON","77042-2827","2101 CITYWEST BLVD","","7139188800","US","TX","HOUSTON","77042-2827","2101 CITYWEST BLVD","","US","DE",742126120,"",NA,"1-LAF",0,331,"10-Q",20090930,2009,"Q2",20091030,"2009-10-30 13:21:00.0",0,0,"bmc",1,"","2009Q4"
